,id,day,aggCodes,nObs,meanAge,sex,weight,neutered,sourceType,site,total_days
1,1,2,1,6,3.054681929,Female,4.5,On Site,Stray,Old Windsor,24
2,1,3,1,6,3.054681929,Female,4.5,On Site,Stray,Old Windsor,24
3,1,11,1,6,3.054681929,Female,4.5,On Site,Stray,Old Windsor,24
4,1,14,1,6,3.054681929,Female,4.5,On Site,Stray,Old Windsor,24
5,1,19,1,6,3.054681929,Female,4.5,On Site,Stray,Old Windsor,24
6,1,24,1,6,3.054681929,Female,4.5,On Site,Stray,Old Windsor,24
7,2,0,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
8,2,3,2,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
9,2,4,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
10,2,9,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
11,2,10,2,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
12,2,17,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
13,2,18,5,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
14,2,21,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
15,2,23,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
16,2,27,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
17,2,28,1,11,6.157298063,Female,39.5,On Site,Gift,Old Windsor,111
18,3,0,1,2,3.975370422,Female,24.5,On Site,Gift,Battersea,9
19,3,7,5,2,3.975370422,Female,24.5,On Site,Gift,Battersea,9
20,4,1,6,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
21,4,4,1,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
22,4,7,2,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
23,4,9,1,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
24,4,10,1,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
25,4,12,1,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
26,4,23,1,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
27,4,27,1,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
28,4,28,1,9,2.173035328,Male,7.4,On Site,Gift,Battersea,52
29,5,0,2,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
30,5,5,1,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
31,5,7,2,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
32,5,8,6,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
33,5,12,2,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
34,5,19,2,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
35,5,25,1,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
36,5,28,1,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
37,5,30,1,9,4.091392896,Male,26,On Site,Stray,Old Windsor,97
38,6,0,1,5,3.991881056,Female,17,Unknown,Stray,Old Windsor,13
39,6,2,5,5,3.991881056,Female,17,Unknown,Stray,Old Windsor,13
40,6,5,2,5,3.991881056,Female,17,Unknown,Stray,Old Windsor,13
41,6,8,2,5,3.991881056,Female,17,Unknown,Stray,Old Windsor,13
42,6,11,1,5,3.991881056,Female,17,Unknown,Stray,Old Windsor,13
43,7,0,5,5,4.015936073,Male,21.5,On Site,Gift,Battersea,7
44,7,1,5,5,4.015936073,Male,21.5,On Site,Gift,Battersea,7
45,7,2,4,5,4.015936073,Male,21.5,On Site,Gift,Battersea,7
46,7,4,1,5,4.015936073,Male,21.5,On Site,Gift,Battersea,7
47,7,5,1,5,4.015936073,Male,21.5,On Site,Gift,Battersea,7
48,8,0,1,4,5.992069214,Male,5.3,Yes,Gift,Brands Hatch,19
49,8,1,1,4,5.992069214,Male,5.3,Yes,Gift,Brands Hatch,19
50,8,3,1,4,5.992069214,Male,5.3,Yes,Gift,Brands Hatch,19
51,8,6,1,4,5.992069214,Male,5.3,Yes,Gift,Brands Hatch,19
52,9,0,5,1,8.552054795,Male,11.1,Yes,Gift,Brands Hatch,1
53,10,0,1,1,2.546575342,Female,30.4,On Site,Gift,Old Windsor,1
54,11,0,1,5,1.542159068,Female,14.85,On Site,Gift,Battersea,13
55,11,2,1,5,1.542159068,Female,14.85,On Site,Gift,Battersea,13
56,11,4,1,5,1.542159068,Female,14.85,On Site,Gift,Battersea,13
57,11,10,6,5,1.542159068,Female,14.85,On Site,Gift,Battersea,13
58,11,12,3,5,1.542159068,Female,14.85,On Site,Gift,Battersea,13
59,12,0,1,4,2.52288477,Female,19.9,On Site,Gift,Old Windsor,10
60,12,1,1,4,2.52288477,Female,19.9,On Site,Gift,Old Windsor,10
61,12,5,6,4,2.52288477,Female,19.9,On Site,Gift,Old Windsor,10
62,12,8,1,4,2.52288477,Female,19.9,On Site,Gift,Old Windsor,10
63,13,0,2,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
64,13,1,2,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
65,13,2,2,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
66,13,4,1,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
67,13,5,1,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
68,13,10,1,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
69,13,20,1,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
70,13,26,1,8,4.1596621,Female,28.8,On Site,Gift,Battersea,92
71,14,0,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
72,14,1,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
73,14,2,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
74,14,4,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
75,14,7,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
76,14,8,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
77,14,11,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
78,14,13,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
79,14,14,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
80,14,16,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
81,14,17,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
82,14,18,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
83,14,19,2,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
84,14,20,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
85,14,21,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
86,14,22,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
87,14,26,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
88,14,27,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
89,14,29,1,19,4.139778596,Female,42.3,On Site,Gift,Brands Hatch,133
90,15,0,1,2,4.014803358,Male,9.55,On Site,Gift,Old Windsor,9
91,15,6,1,2,4.014803358,Male,9.55,On Site,Gift,Old Windsor,9
92,16,0,1,3,6.036636549,Male,34,Yes,Gift,Old Windsor,32
93,16,11,1,3,6.036636549,Male,34,Yes,Gift,Old Windsor,32
94,16,19,1,3,6.036636549,Male,34,Yes,Gift,Old Windsor,32
95,17,4,1,4,1.532062199,Male,18,Yes,Gift,Old Windsor,34
96,17,8,1,4,1.532062199,Male,18,Yes,Gift,Old Windsor,34
97,17,13,1,4,1.532062199,Male,18,Yes,Gift,Old Windsor,34
98,17,24,1,4,1.532062199,Male,18,Yes,Gift,Old Windsor,34
99,18,0,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
100,18,1,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
101,18,2,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
102,18,3,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
103,18,4,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
104,18,5,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
105,18,6,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
106,18,7,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
107,18,8,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
108,18,9,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
109,18,10,3,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
110,18,11,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
111,18,13,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
112,18,20,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
113,18,23,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
114,18,26,1,16,1.440031195,Male,24.4,On Site,Return,Old Windsor,74
115,19,0,1,3,1.55456621,Female,10.3,Yes,Gift,Brands Hatch,5
116,19,1,1,3,1.55456621,Female,10.3,Yes,Gift,Brands Hatch,5
117,19,4,1,3,1.55456621,Female,10.3,Yes,Gift,Brands Hatch,5
118,20,0,2,5,1.958698024,Female,24.1,Yes,Gift,Brands Hatch,33
119,20,2,5,5,1.958698024,Female,24.1,Yes,Gift,Brands Hatch,33
120,20,7,4,5,1.958698024,Female,24.1,Yes,Gift,Brands Hatch,33
121,20,10,4,5,1.958698024,Female,24.1,Yes,Gift,Brands Hatch,33
122,20,28,4,5,1.958698024,Female,24.1,Yes,Gift,Brands Hatch,33
123,21,0,6,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
124,21,2,1,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
125,21,6,1,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
126,21,7,6,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
127,21,11,5,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
128,21,12,3,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
129,21,14,1,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
130,21,15,1,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
131,21,16,1,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
132,21,17,6,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
133,21,18,3,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
134,21,23,6,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
135,21,24,1,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
136,21,25,6,14,1.550421106,Male,6.05,Yes,Gift,Battersea,26
137,22,0,1,2,11.12718971,Female,10.7,On Site,Gift,Old Windsor,34
138,22,19,1,2,11.12718971,Female,10.7,On Site,Gift,Old Windsor,34
139,23,0,5,2,11.62646441,Female,14.6,Yes,Gift,Battersea,64
140,23,19,1,2,11.62646441,Female,14.6,Yes,Gift,Battersea,64
141,24,0,2,2,8.645836394,Female,17.7,On Site,Gift,Battersea,72
142,24,19,1,2,8.645836394,Female,17.7,On Site,Gift,Battersea,72
143,25,10,1,1,8.740616438,Male,17,Yes,Stray,Old Windsor,94
144,26,0,1,2,1.563089802,Female,16.8,On Site,Stray,Old Windsor,43
145,26,9,1,2,1.563089802,Female,16.8,On Site,Stray,Old Windsor,43
146,27,0,4,4,5.829794521,Female,23,On Site,Return,Old Windsor,4
147,27,13,2,4,5.829794521,Female,23,On Site,Return,Old Windsor,4
148,27,15,2,4,5.829794521,Female,23,On Site,Return,Old Windsor,4
149,27,19,1,4,5.829794521,Female,23,On Site,Return,Old Windsor,4
150,28,0,1,1,1.52879203,Male,16,On Site,Return,Old Windsor,58
151,29,0,5,6,4.000391389,Female,16.1,No,Gift,Brands Hatch,9
152,29,2,1,6,4.000391389,Female,16.1,No,Gift,Brands Hatch,9
153,29,3,1,6,4.000391389,Female,16.1,No,Gift,Brands Hatch,9
154,29,4,5,6,4.000391389,Female,16.1,No,Gift,Brands Hatch,9
155,29,5,5,6,4.000391389,Female,16.1,No,Gift,Brands Hatch,9
156,29,6,1,6,4.000391389,Female,16.1,No,Gift,Brands Hatch,9
157,30,2,1,3,2.636043117,Male,19.5,On Site,Stray,Old Windsor,63
158,30,8,1,3,2.636043117,Male,19.5,On Site,Stray,Old Windsor,63
159,30,20,1,3,2.636043117,Male,19.5,On Site,Stray,Old Windsor,63
160,31,0,1,2,1.462100457,Male,8.7,Yes,Gift,Old Windsor,4
161,31,2,1,2,1.462100457,Male,8.7,Yes,Gift,Old Windsor,4
162,32,0,1,6,0.840178678,Female,18.5,On Site,Stray,Old Windsor,95
163,32,2,1,6,0.840178678,Female,18.5,On Site,Stray,Old Windsor,95
164,32,5,1,6,0.840178678,Female,18.5,On Site,Stray,Old Windsor,95
165,32,6,1,6,0.840178678,Female,18.5,On Site,Stray,Old Windsor,95
166,32,8,1,6,0.840178678,Female,18.5,On Site,Stray,Old Windsor,95
167,32,13,1,6,0.840178678,Female,18.5,On Site,Stray,Old Windsor,95
168,33,2,5,4,1.479452055,Female,22,On Site,Gift,Brands Hatch,12
169,33,3,1,4,1.479452055,Female,22,On Site,Gift,Brands Hatch,12
170,33,7,1,4,1.479452055,Female,22,On Site,Gift,Brands Hatch,12
171,33,8,1,4,1.479452055,Female,22,On Site,Gift,Brands Hatch,12
172,34,0,1,5,3.970933219,Female,10.2,Yes,Gift,Battersea,10
173,34,1,1,5,3.970933219,Female,10.2,Yes,Gift,Battersea,10
174,34,2,1,5,3.970933219,Female,10.2,Yes,Gift,Battersea,10
175,34,4,5,5,3.970933219,Female,10.2,Yes,Gift,Battersea,10
176,34,7,5,5,3.970933219,Female,10.2,Yes,Gift,Battersea,10
177,35,0,1,7,6.052497836,Female,35.7,Yes,Gift,Brands Hatch,72
178,35,3,1,7,6.052497836,Female,35.7,Yes,Gift,Brands Hatch,72
179,35,7,1,7,6.052497836,Female,35.7,Yes,Gift,Brands Hatch,72
180,35,8,1,7,6.052497836,Female,35.7,Yes,Gift,Brands Hatch,72
181,35,12,1,7,6.052497836,Female,35.7,Yes,Gift,Brands Hatch,72
182,35,17,1,7,6.052497836,Female,35.7,Yes,Gift,Brands Hatch,72
183,35,22,1,7,6.052497836,Female,35.7,Yes,Gift,Brands Hatch,72
184,36,0,2,6,1.511749952,Male,18.5,On Site,Gift,Old Windsor,46
185,36,3,1,6,1.511749952,Male,18.5,On Site,Gift,Old Windsor,46
186,36,4,1,6,1.511749952,Male,18.5,On Site,Gift,Old Windsor,46
187,36,6,1,6,1.511749952,Male,18.5,On Site,Gift,Old Windsor,46
188,36,7,1,6,1.511749952,Male,18.5,On Site,Gift,Old Windsor,46
189,36,8,1,6,1.511749952,Male,18.5,On Site,Gift,Old Windsor,46
190,37,0,4,5,0.380204136,Female,11.1,On Site,Stray,Battersea,9
191,37,1,2,5,0.380204136,Female,11.1,On Site,Stray,Battersea,9
192,37,3,2,5,0.380204136,Female,11.1,On Site,Stray,Battersea,9
193,37,4,1,5,0.380204136,Female,11.1,On Site,Stray,Battersea,9
194,37,7,1,5,0.380204136,Female,11.1,On Site,Stray,Battersea,9
195,38,0,1,1,1.471232877,Female,19.2,No,Stray,Battersea,0
196,39,0,6,6,0.688068295,Female,2.1,On Site,Gift,Brands Hatch,30
197,39,2,5,6,0.688068295,Female,2.1,On Site,Gift,Brands Hatch,30
198,39,4,1,6,0.688068295,Female,2.1,On Site,Gift,Brands Hatch,30
199,39,5,5,6,0.688068295,Female,2.1,On Site,Gift,Brands Hatch,30
200,39,7,5,6,0.688068295,Female,2.1,On Site,Gift,Brands Hatch,30
201,39,12,5,6,0.688068295,Female,2.1,On Site,Gift,Brands Hatch,30
202,40,0,2,4,0.737469782,Female,19,On Site,Gift,Old Windsor,64
203,40,11,2,4,0.737469782,Female,19,On Site,Gift,Old Windsor,64
204,40,20,1,4,0.737469782,Female,19,On Site,Gift,Old Windsor,64
205,40,25,1,4,0.737469782,Female,19,On Site,Gift,Old Windsor,64
206,41,0,1,6,1.48980729,Male,4.8,No,Stray,Battersea,10
207,41,1,1,6,1.48980729,Male,4.8,No,Stray,Battersea,10
208,41,2,1,6,1.48980729,Male,4.8,No,Stray,Battersea,10
209,41,3,1,6,1.48980729,Male,4.8,No,Stray,Battersea,10
210,41,8,1,6,1.48980729,Male,4.8,No,Stray,Battersea,10
211,41,9,1,6,1.48980729,Male,4.8,No,Stray,Battersea,10
212,42,10,1,3,0.427701674,Female,19,No,Stray,Old Windsor,38
213,42,11,1,3,0.427701674,Female,19,No,Stray,Old Windsor,38
214,42,12,1,3,0.427701674,Female,19,No,Stray,Old Windsor,38
215,43,0,2,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
216,43,2,1,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
217,43,3,1,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
218,43,6,2,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
219,43,7,2,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
220,43,8,1,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
221,43,9,1,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
222,43,11,2,8,3.992222713,Female,13.5,Unknown,Stray,Battersea,14
223,44,0,1,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
224,44,2,1,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
225,44,3,4,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
226,44,5,4,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
227,44,6,5,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
228,44,7,5,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
229,44,10,4,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
230,44,18,1,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
231,44,19,1,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
232,44,20,1,10,2.500938895,Female,28.05,On Site,Stray,Battersea,22
233,45,0,4,4,3.898110534,Female,32.6,Yes,Gift,Brands Hatch,19
234,45,2,1,4,3.898110534,Female,32.6,Yes,Gift,Brands Hatch,19
235,45,8,1,4,3.898110534,Female,32.6,Yes,Gift,Brands Hatch,19
236,45,10,1,4,3.898110534,Female,32.6,Yes,Gift,Brands Hatch,19
237,46,0,1,4,1.50757361,Male,35.9,On Site,Gift,Brands Hatch,21
238,46,4,5,4,1.50757361,Male,35.9,On Site,Gift,Brands Hatch,21
239,46,8,5,4,1.50757361,Male,35.9,On Site,Gift,Brands Hatch,21
240,46,10,1,4,1.50757361,Male,35.9,On Site,Gift,Brands Hatch,21
241,47,0,1,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
242,47,3,2,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
243,47,11,2,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
244,47,13,2,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
245,47,17,2,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
246,47,19,1,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
247,47,21,1,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
248,47,22,2,8,0.940480682,Male,19.5,On Site,Stray,Old Windsor,213
249,48,0,1,7,0.722075869,Male,16,No,Stray,Old Windsor,30
250,48,4,1,7,0.722075869,Male,16,No,Stray,Old Windsor,30
251,48,9,1,7,0.722075869,Male,16,No,Stray,Old Windsor,30
252,48,11,2,7,0.722075869,Male,16,No,Stray,Old Windsor,30
253,48,22,1,7,0.722075869,Male,16,No,Stray,Old Windsor,30
254,48,23,1,7,0.722075869,Male,16,No,Stray,Old Windsor,30
255,48,26,1,7,0.722075869,Male,16,No,Stray,Old Windsor,30
256,49,2,4,7,1.542391372,Female,9.8,Yes,Gift,Brands Hatch,44
257,49,3,1,7,1.542391372,Female,9.8,Yes,Gift,Brands Hatch,44
258,49,4,6,7,1.542391372,Female,9.8,Yes,Gift,Brands Hatch,44
259,49,5,6,7,1.542391372,Female,9.8,Yes,Gift,Brands Hatch,44
260,49,6,5,7,1.542391372,Female,9.8,Yes,Gift,Brands Hatch,44
261,49,11,5,7,1.542391372,Female,9.8,Yes,Gift,Brands Hatch,44
262,49,28,5,7,1.542391372,Female,9.8,Yes,Gift,Brands Hatch,44
263,50,0,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
264,50,1,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
265,50,2,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
266,50,3,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
267,50,4,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
268,50,5,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
269,50,6,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
270,50,7,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
271,50,8,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
272,50,11,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
273,50,14,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
274,50,16,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
275,50,17,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
276,50,18,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
277,50,20,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
278,50,21,1,16,2.509436834,Male,28.6,On Site,Stray,Battersea,24
279,51,0,2,6,1.526497448,Male,17.1,Yes,Gift,Brands Hatch,19
280,51,1,2,6,1.526497448,Male,17.1,Yes,Gift,Brands Hatch,19
281,51,2,1,6,1.526497448,Male,17.1,Yes,Gift,Brands Hatch,19
282,51,5,1,6,1.526497448,Male,17.1,Yes,Gift,Brands Hatch,19
283,51,11,1,6,1.526497448,Male,17.1,Yes,Gift,Brands Hatch,19
284,51,15,2,6,1.526497448,Male,17.1,Yes,Gift,Brands Hatch,19
285,52,0,2,6,2.497990868,Female,28.6,No,Stray,Battersea,18
286,52,1,1,6,2.497990868,Female,28.6,No,Stray,Battersea,18
287,52,3,1,6,2.497990868,Female,28.6,No,Stray,Battersea,18
288,52,5,1,6,2.497990868,Female,28.6,No,Stray,Battersea,18
289,52,6,1,6,2.497990868,Female,28.6,No,Stray,Battersea,18
290,52,9,1,6,2.497990868,Female,28.6,No,Stray,Battersea,18
291,53,0,5,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
292,53,2,5,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
293,53,3,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
294,53,6,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
295,53,7,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
296,53,8,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
297,53,10,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
298,53,13,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
299,53,14,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
300,53,16,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
301,53,21,1,11,2.510363913,Male,24.6,On Site,Stray,Battersea,27
302,54,0,2,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
303,54,1,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
304,54,2,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
305,54,3,3,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
306,54,4,6,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
307,54,5,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
308,54,7,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
309,54,9,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
310,54,10,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
311,54,11,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
312,54,14,2,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
313,54,15,2,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
314,54,16,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
315,54,17,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
316,54,18,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
317,54,25,1,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
318,54,27,2,17,1.349378606,Male,33.9,On Site,Return,Battersea,90
319,55,0,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
320,55,2,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
321,55,3,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
322,55,4,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
323,55,5,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
324,55,10,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
325,55,12,2,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
326,55,13,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
327,55,15,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
328,55,17,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
329,55,19,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
330,55,20,2,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
331,55,21,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
332,55,22,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
333,55,23,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
334,55,26,1,16,1.257364644,Female,23.4,Unknown,Gift,Brands Hatch,47
335,56,1,2,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
336,56,4,1,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
337,56,5,1,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
338,56,10,1,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
339,56,11,1,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
340,56,13,1,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
341,56,16,1,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
342,56,22,1,8,2.525744951,Male,10.3,No,Gift,Brands Hatch,29
343,57,0,1,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
344,57,1,2,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
345,57,2,2,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
346,57,3,2,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
347,57,5,2,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
348,57,7,2,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
349,57,19,2,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
350,57,26,1,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
351,57,29,2,9,1.074231766,Male,18.6,On Site,Stray,Battersea,63
352,58,0,1,8,1.0018591,Female,30.5,On Site,Gift,Battersea,14
353,58,1,1,8,1.0018591,Female,30.5,On Site,Gift,Battersea,14
354,58,2,1,8,1.0018591,Female,30.5,On Site,Gift,Battersea,14
355,58,3,1,8,1.0018591,Female,30.5,On Site,Gift,Battersea,14
356,58,4,1,8,1.0018591,Female,30.5,On Site,Gift,Battersea,14
357,58,5,1,8,1.0018591,Female,30.5,On Site,Gift,Battersea,14
358,58,6,1,8,1.0018591,Female,30.5,On Site,Gift,Battersea,14
